product_code,product_name,category,f_sku,spec_code_size,unit
14.L1.3060.A36410.7,Gạch 30x60 MS A36410 Loại 1,F_Bộ,36410-36310D-36310,3060,Viên
25.L1.6060.GHP6004.3,Gạch 60x60 MS GHP6004 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.3060.4601.8,Gạch 30x60 MS 4601 Loại 1,F_Bộ,4601-4602-4603,3060,Viên
14.L1.4080.48922.1,Gạch 40x80 MS 48922 Loại 1,F_Bộ,48822 - 48922D - 48922,4080A,Viên
25.L1.3060.GT3602.50,Gạch 30x60 MS GT3602 Loại 1,F_Bộ,GT3602-GTD3602-GT3603,3060,Viên
25.L1.3060.GT3603.51,Gạch 30x60 MS GT3603 Loại 1,F_Bộ,GT3602-GTD3602-GT3603,3060,Viên
25.L1.3060.GTD3602.51,Gạch 30x60 MS GTD3602 Loại 1,F_Bộ,GT3602-GTD3602-GT3603,3060,Viên
10.L1.3060.5791.1,Gạch 30x60 MS 5791 Loại 1,F_Bộ,5791-5792-5793,3060,Viên
14.L1.4080.48907D.3,Gạch 40x80 MS 48907D Loại 1,F_Bộ,48907-48907D-48807,4080A,Viên
14.L1.4080.U4911,Gạch 40x80 MS U4911 Loại 1,F_Bộ,U4811-U4911-U4911D,4080M,Viên
12.L1.2040.2404.8,Gạch 20x40 MS 2404 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
25.L1.3060.GT3601.50,Gạch 30x60 MS GT3601 Loại 1,F_Bộ,GT3601-GTD3601-GT3601V,3060,Viên
25.L1.3060.GTD3601.50,Gạch 30x60 MS GTD3601 Loại 1,F_Bộ,GT3601-GTD3601-GT3601V,3060,Viên
03.L1.4080.7713.2,Gạch 40x80 MS 7713 Loại 1,F_Bộ,7713-7712-7711,4080,Viên
03.L1.3060.7123.7,Gạch 30x60 MS 7123 Loại 1,F_Bộ,7123-7122-7121,3060,Viên
10.L1.3060.4612.5,Gạch 30x60 MS 4612 Loại 1,F_Bộ,4611-4612-4613,3060,Viên
14.L1.4080.48868.9,Gạch 40x80 MS 48868 Loại 1,F_Bộ,48968D-48868,4080A,Viên
03.L1.3060.7643.5,Gạch 30x60 MS 7643 Loại 1,F_Bộ,7641-7642-7643,3060,Viên
10.L1.3060.4617.5,Gạch 30x60 MS 4617 Loại 1,F_Bộ,4617-4618-4619,3060,Viên
10.L1.3060.4619.5,Gạch 30x60 MS 4619 Loại 1,F_Bộ,4617-4618-4619,3060,Viên
14.L1.3030.33411.3,Gạch 30x30 MS 33411 Loại 1,F_Solo,Solo3030.GraniteMatt/ Sugar,3030,Viên
10.L1.8080.9455.6,Gạch 80x80 MS 9455 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
12.L1.3030.3021.3,Gạch 30x30 MS 3021 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
14.L1.3030.33418.3,Gạch 30x30 MS 33418 Loại 1,F_Solo,Solo3030.GraniteMatt/ Sugar,3030,Viên
10.L1.6060.5619.9,Gạch 60x60 MS 5619 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
28.L1.6060.6904.A2,Gạch 60x60 MS 6904 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.3030.33320.2,Gạch 30x30 MS 33320 Loại 1,F_Solo,Solo3030.GraniteMatt/ Sugar,3030,Viên
21.C100.DG.UNISET.00,Keo dán gạch UniSet C1 Xám,F_NonGach,21.C100.DG.UNISET.00,DG,Kg
03.L1.3030.6378.6,Gạch 30x30 MS 6378 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
03.L1.3060.7124.7,Gạch 30x60 MS 7124 Loại 1,F_Bộ,7126-7125-7124,3060,Viên
03.L1.3060.7125.5,Gạch 30x60 MS 7125 Loại 1,F_Bộ,7126-7125-7124,3060,Viên
03.L1.3060.7126.2,Gạch 30x60 MS 7126 Loại 1,F_Bộ,7126-7125-7124,3060,Viên
14.L1.4080.48800.6,Gạch 40x80 MS 48800 Loại 1,F_Bộ,48800,4080A,Viên
10.L1.8080.5875.5,Gạch 80x80 MS 5875 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
14.L1.4080.48807.3,Gạch 40x80 MS 48807 Loại 1,F_Bộ,48907-48907D-48807,4080A,Viên
14.L1.4080.48907.3,Gạch 40x80 MS 48907 Loại 1,F_Bộ,48907-48907D-48807,4080A,Viên
10.L1.3060.7837.7,Gạch 30x60 MS 7837 Loại 1,F_Bộ,7837-7838-7839,3060,Viên
10.L1.3060.7839.4,Gạch 30x60 MS 7839 Loại 1,F_Bộ,7837-7838-7839,3060,Viên
14.L1.3030.33316.3,Gạch 30x30 MS 33316 Loại 1,F_Solo,Solo3030.GraniteMatt/ Sugar,3030,Viên
08.L1.60120.3627.4,Gạch 60x120 MS 3627 loại 1,F_Solo,Solo60120.GraniteBóng,60120,Viên
03.L1.6060.8308.4,Gạch 60x60 MS 8308 loại 1,F_Solo,Solo6060.GraniteMatt/ Sugar,6060,Viên
10.L1.3060.5071.8,Gạch 30x60 MS 5071 Loại 1,F_Bộ,5073-5072-5071,3060,Viên
10.L1.3060.5072.5,Gạch 30x60 MS 5072 Loại 1,F_Bộ,5073-5072-5071,3060,Viên
10.L1.3060.5073.4,Gạch 30x60 MS 5073 Loại 1,F_Bộ,5073-5072-5071,3060,Viên
09.L1.3060.CA5GM3604.1,Gạch 30x60 MS CA5GM3604 Loại 1,F_Bộ,CA5GM3603-CAGM36D2-CA5GM3604,3060,Viên
09.L1.3060.CA7GM3603.1,Gạch 30x60 MS CA7GM3603 Loại 1,F_Bộ,CA7GM3602-CAGM36D1-CA7GM3603,3060,Viên
10.L1.3060.5037.6,Gạch 30x60 MS 5037 Loại 1,F_Bộ,5037-5038-5039,3060,Viên
10.L1.3060.5038.4,Gạch 30x60 MS 5038 Loại 1,F_Bộ,5037-5038-5039,3060,Viên
10.L1.3060.5039.6,Gạch 30x60 MS 5039 Loại 1,F_Bộ,5037-5038-5039,3060,Viên
14.L1.3060.A36810.5,Gạch 30x60 MS A36810 Loại 1,F_Bộ,36910-36810D-36810,3060,Viên
14.L1.3060.A36910.5,Gạch 30x60 MS A36910 Loại 1,F_Bộ,36910-36810D-36810,3060,Viên
26.L1.3060.3606B.1,Gạch 30x60 MS 3606B Loại 1,F_Bộ,3606A-3606B-3606C,3060,Viên
26.L1.3060.3606C.1,Gạch 30x60 MS 3606C Loại 1,F_Bộ,3606A-3606B-3606C,3060,Viên
29.L1.3030.F309.1,Gạch 30x30 MS F309 Loại 1,F_Solo,Solo3030.CeramicBóng,3030U,Viên
03.L1.3060.7121.2,Gạch 30x60 MS 7121 Loại 1,F_Bộ,7123-7122-7121,3060,Viên
20.L1.5050.U1510.5,Gạch 50x50 MS U1510 loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
09.L1.6060.CA06GM6601.1,Gạch 60x60 MS CA06GM6601 loại 1,F_Solo,Solo6060.GraniteMatt/ Sugar,6060,Viên
10.L1.8080.9451.5,Gạch 80x80 MS 9451 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
26.L1.3060.3605B.2,Gạch 30x60 MS 3605B Loại 1,F_Bộ,3605A-3605B-3605C,3060,Viên
14.L1.60120.282044,Gạch 60x120 MS 282044 loại 1,F_Solo,Solo60120.GraniteBóng,60120,Viên
09.L1.3030.VU311.7,Gạch 30x30 MS VU311 Loại 1,F_Solo,Solo3030.CeramicBóng,3030,Viên
09.L1.3030.VU307.3,Gạch 30x30 MS VU307 Loại 1,F_Solo,Solo3030.CeramicBóng,3030,Viên
03.L1.3060.7107.6,Gạch 30x60 MS 7107 Loại 1,F_Bộ,7109-7108-7107,3060,Viên
10.L1.3060.5757.5,Gạch 30x60 MS 5757 Loại 1,F_Bộ,5757-5758-5759,3060,Viên
10.L1.3060.5759.5,Gạch 30x60 MS 5759 Loại 1,F_Bộ,5757-5758-5759,3060,Viên
03.L1.3030.6373.3,Gạch 30x30 MS 6373 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
03.L1.3060.7108.5,Gạch 30x60 MS 7108 Loại 1,F_Bộ,7109-7108-7107,3060,Viên
03.L1.3060.7109.5,Gạch 30x60 MS 7109 Loại 1,F_Bộ,7109-7108-7107,3060,Viên
20.L1.6060.16106.5,Gạch 60x60 MS 16106 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.4080.4841.5,Gạch 40x80 MS 4841 Loại 1,F_Bộ,4841-4842-4843,4080,Viên
10.L1.4080.4843.5,Gạch 40x80 MS 4843 Loại 1,F_Bộ,4841-4842-4843,4080,Viên
29.L1.1580.FP15803.3,Gạch 15.5x80 MS FP15803 Loại 1,F_Solo,Solo1580.GraniteBóng,15580,Viên
20.L1.8080.18102.6,Gạch 80x80 MS 18102 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
23.L1.5050.6537.5,Gạch 50x50 MS 6537 loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
10.L1.3060.7817.6,Gạch 30x60 MS 7817 Loại 1,F_Bộ,7817-7818-7819,3060,Viên
16.L1.8080.8202.51,Gạch 80x80 MS 8202 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
23.L1.5050.U6622.5,Gạch 50x50 MS U6622 loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
10.L1.3060.5079.6,Gạch 30x60 MS 5079 Loại 1,F_Bộ,5079-5078-5077,3060,Viên
03.L1.3060.7108.9,Gạch 30x60 MS 7108 Loại 1,F_Bộ,7109-7108-7107,3060,Viên
14.L1.80120.M81DT904,Gạch 80x120 MS M81DT904 loại 1,F_Solo,Solo80120.GraniteBóng,80120,Viên
09.L1.3030.VU310.1,Gạch 30x30 MS VU310 Loại 1,F_Solo,Solo3030.CeramicBóng,3030,Viên
12.L1.2550.2502.12,Gạch 25x50 MS 2502 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
12.L1.2550.2516.1,Gạch 25x50 MS 2516 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
14.L1.8080.M88DT904,Gạch 80x80 MS M88DT904 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
03.L1.6060.8050.4,Gạch 60x60 MS 8050 loại 1,F_Solo,Đen6060.GraniteBóng,6060,Viên
20.L1.6060.26102.6,Gạch 60x60 MS 26102 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.6060.26102.5,Gạch 60x60 MS 26102 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.8080.28106.5,Gạch 80x80 MS 28106 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
10.L1.3060.5788.8,Gạch 30x60 MS 5788 Loại 1,F_Bộ,5787-5788-5789,3060,Viên
10.L1.3060.5789.2,Gạch 30x60 MS 5789 Loại 1,F_Bộ,5787-5788-5789,3060,Viên
03.L1.6060.8046.3,Gạch 60x60 MS 8046 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.8080.28105.6,Gạch 80x80 MS 28105 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
23.L1.5050.6622.5,Gạch 50x50 MS 6622 loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050,Viên
29.L1.1580.FP15802.2,Gạch 15.5x80 MS FP15802 Loại 1,F_Solo,Solo1580.GraniteBóng,15580,Viên
20.L1.6060.26006.6,Gạch 60x60 MS 26006 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.8080.5822.1,Gạch 80x80 MS 5822 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
10.L1.3060.5758.5,Gạch 30x60 MS 5758 Loại 1,F_Bộ,5757-5758-5759,3060,Viên
12.L1.2550.2501.11,Gạch 25x50 MS 2501 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
16.L1.6060.6209.47,Gạch 60x60 MS 6209 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.6060.16110.5,Gạch 60x60 MS 16110 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.5050.U1504.5,Gạch 50x50 MS U1504 loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
03.L1.6060.8069.4,Gạch 60x60 MS 8069 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
03.L1.6060.8067.2,Gạch 60x60 MS 8067 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
15.L1.3060.2807.6,Gạch 30x60 MS 2807 Loại 1,F_Bộ,2807-2808-2809,3060,Viên
15.L1.3060.2809.6,Gạch 30x60 MS 2809 Loại 1,F_Bộ,2807-2808-2809,3060,Viên
25.L1.6060.GHP6001.2,Gạch 60x60 MS GHP6001 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
25.L1.3060.GT3614.54,Gạch 30x60 MS GT3614 Loại 1,F_Bộ,GT3614-GTD3614-GT3614V,3060,Viên
25.L1.3060.GT3614V.54,Gạch 30x60 MS GT3614V Loại 1,F_Bộ,GT3614-GTD3614-GT3614V,3060,Viên
25.L1.3060.GTD3614.50,Gạch 30x60 MS GTD3614 Loại 1,F_Bộ,GT3614-GTD3614-GT3614V,3060,Viên
03.L1.6060.8069.6,Gạch 60x60 MS 8069 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.3060.7821.6,Gạch 30x60 MS 7821 Loại 1,F_Bộ,7821-7822-7823,3060,Viên
10.L1.3060.7822.6,Gạch 30x60 MS 7822 Loại 1,F_Bộ,7821-7822-7823,3060,Viên
10.L1.3060.7823.6,Gạch 30x60 MS 7823 Loại 1,F_Bộ,7821-7822-7823,3060,Viên
10.L1.6060.5445.4,Gạch 60x60 MS 5445 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
00.KCT.100.NS,Ke Chữ Thập NS 1 mm,F_NonGach,00.KCT.100.NS,KCT,Kg
10.L1.6060.6152.4,Gạch 60x60 MS 6152 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
25.L1.3060.GT3609.50,Gạch 30x60 MS GT3609 Loại 1,F_Bộ,GT3608-GTD3608-GT3609,3060,Viên
23.L1.5050.6535.5,Gạch 50x50 MS 6535 loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
15.L1.3060.2911.4,Gạch 30x60 MS 2911 Loại 1,F_Bộ,2911-2912-2913,3060,Viên
25.L1.3060.GT3614.50,Gạch 30x60 MS GT3614 Loại 1,F_Bộ,GT3614-GTD3614-GT3614V,3060,Viên
15.L1.6060.6604.3,Gạch 60x60 MS 6604 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
10.L1.6060.5444.4,Gạch 60x60 MS 5444 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
25.L1.6060.GHP6010.2,Gạch 60x60 MS GHP6010 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
03.L1.4080.7711.8,Gạch 40x80 MS 7711 Loại 1,F_Bộ,7713-7712-7711,4080,Viên
09.L1.6060.CA02GP6601.2,Gạch 60x60 MS CA02GP6601 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
03.L1.6060.8066.1,Gạch 60x60 MS 8066 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.6060.86301.5,Gạch 60x60 MS 86301 loại 1,F_Solo,Đen Cam6060.GraniteBóng,6060,Viên
14.L1.3030.33408.1,Gạch 30x30 MS 33408 Loại 1,F_Solo,Solo3030.GraniteMatt/ Sugar,3030,Viên
14.L1.8080.88286040,Gạch 80x80 MS 88286040 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
14.L1.3060.A36308.1,Gạch 30x60 MS A36308 Loại 1,F_Bộ,36408-36308D-36308,3060,Viên
14.L1.4080.48800.8,Gạch 40x80 MS 48800 Loại 1,F_Bộ,48800,4080A,Viên
20.L1.6060.26004.6,Gạch 60x60 MS 26004 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.3060.7822.4,Gạch 30x60 MS 7822 Loại 1,F_Bộ,7821-7822-7823,3060,Viên
03.L1.6060.8050.6,Gạch 60x60 MS 8050 loại 1,F_Solo,Đen6060.GraniteBóng,6060,Viên
20.L1.6060.16405.5,Gạch 60x60 MS 16405 loại 1,F_Solo,Đen Cam6060.GraniteBóng,6060,Viên
10.L1.3060.4614.5,Gạch 30x60 MS 4614 Loại 1,F_Bộ,4614-4615-4616,3060,Viên
10.L1.3060.4615.5,Gạch 30x60 MS 4615 Loại 1,F_Bộ,4614-4615-4616,3060,Viên
03.L1.3060.7104.1,Gạch 30x60 MS 7104 Loại 1,F_Bộ,7106-7105-7104,3060,Viên
14.L1.3060.A36904.1,Gạch 30x60 MS A36904 Loại 1,F_Bộ,36904-36804D-36804,3060,Viên
14.L1.8080.88284006.2,Gạch 80x80 MS 88284006 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
14.L1.4080.U4911D,Gạch 40x80 MS U4911D Loại 1,F_Bộ,U4811-U4911-U4911D,4080M,Viên
14.L1.4080.U4911D.1,Gạch 40x80 MS U4911D Loại 1,F_Bộ,U4811-U4911-U4911D,4080M,Viên
14.L1.8080.M88LD902,Gạch 80x80 MS M88LD902 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
14.L1.6060.66282016,Gạch 60x60 MS 66282016 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.6060.66286026.1,Gạch 60x60 MS 66286026 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
12.L1.3030.3024.4,Gạch 30x30 MS 3024 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
03.L1.6060.8016.7,Gạch 60x60 MS 8016 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
28.L1.6060.6904.A3,Gạch 60x60 MS 6904 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.3060.4611.5,Gạch 30x60 MS 4611 Loại 1,F_Bộ,4611-4612-4613,3060,Viên
03.L1.6060.8008.1,Gạch 60x60 MS 8008 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.3060.5079.3,Gạch 30x60 MS 5079 Loại 1,F_Bộ,5079-5078-5077,3060,Viên
10.L1.3060.7837.4,Gạch 30x60 MS 7837 Loại 1,F_Bộ,7837-7838-7839,3060,Viên
10.L1.3060.7838.4,Gạch 30x60 MS 7838 Loại 1,F_Bộ,7837-7838-7839,3060,Viên
14.L1.6060.66282018,Gạch 60x60 MS 66282018 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
12.L1.2040.2401.9,Gạch 20x40 MS 2401 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
12.L1.2040.2403.7,Gạch 20x40 MS 2403 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
03.L1.3060.7105.5,Gạch 30x60 MS 7105 Loại 1,F_Bộ,7106-7105-7104,3060,Viên
03.L1.3060.7106.2,Gạch 30x60 MS 7106 Loại 1,F_Bộ,7106-7105-7104,3060,Viên
28.L1.6060.6901.A2,Gạch 60x60 MS 6901 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.4080.48907.2,Gạch 40x80 MS 48907 Loại 1,F_Bộ,48907-48907D-48807,4080A,Viên
12.L1.3030.3021.4,Gạch 30x30 MS 3021 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
12.L1.3030.3024.2,Gạch 30x30 MS 3024 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
12.L1.2040.2402.9,Gạch 20x40 MS 2402 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
14.L1.6060.66181004.6,Gạch 60x60 MS 66181004 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.6060.66187024U,Gạch 60x60 MS 66187024U loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
12.L1.3030.3002.16,Gạch 30x30 MS 3002 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
03.L1.3060.7634.6,Gạch 30x60 MS 7634 Loại 1,F_Bộ,7634-7635-7636,3060,Viên
03.L1.3060.7635.6,Gạch 30x60 MS 7635 Loại 1,F_Bộ,7634-7635-7636,3060,Viên
03.L1.3060.7636.6,Gạch 30x60 MS 7636 Loại 1,F_Bộ,7634-7635-7636,3060,Viên
14.L1.8080.88181004.5,Gạch 80x80 MS 88181004 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
03.L1.3060.7611.8,Gạch 30x60 MS 7611 Loại 1,F_Bộ,7611-7612-7613,3060,Viên
03.L1.3060.7613.7,Gạch 30x60 MS 7613 Loại 1,F_Bộ,7611-7612-7613,3060,Viên
10.L1.3060.4613.4,Gạch 30x60 MS 4613 Loại 1,F_Bộ,4611-4612-4613,3060,Viên
14.L1.4080.U4910.1,Gạch 40x80 MS U4910 Loại 1,F_Bộ,U4810-U4910-U4910D,4080M,Viên
10.L1.3060.5787.2,Gạch 30x60 MS 5787 Loại 1,F_Bộ,5787-5788-5789,3060,Viên
10.L1.5050.5343.9,Gạch 50x50 MS 5343 loại 1,F_Solo,Solo5050.CeramicBóng,5050,Viên
12.L1.2550.2501.9,Gạch 25x50 MS 2501 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
29.L1.1580.FP15801.1,Gạch 15.5x80 MS FP15801 Loại 1,F_Solo,Solo1580.GraniteBóng,15580,Viên
14.L1.4080.U4816,Gạch 40x80 MS U4816 Loại 1,F_Bộ,U4816-U4911-U4916D,4080M,Viên
20.L1.5050.U1509.5,Gạch 50x50 MS U1509 loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
14.L1.6060.66383026,Gạch 60x60 MS 66383026 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
12.L1.2550.2504.7,Gạch 25x50 MS 2504 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
03.L1.3060.7127.3,Gạch 30x60 MS 7127 Loại 1,F_Bộ,7128-7127,3060,Viên
03.L1.3060.7128.2,Gạch 30x60 MS 7128 Loại 1,F_Bộ,7128-7127,3060,Viên
10.L1.3060.4618.5,Gạch 30x60 MS 4618 Loại 1,F_Bộ,4617-4618-4619,3060,Viên
14.L1.60120.282044.1,Gạch 60x120 MS 282044 loại 1,F_Solo,Solo60120.GraniteBóng,60120,Viên
14.L1.6060.66282025.2,Gạch 60x60 MS 66282025 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
03.L1.6060.8008.2,Gạch 60x60 MS 8008 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.6060.26003.5,Gạch 60x60 MS 26003 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
18.C100.DG.BMFIX.00.,Keo dán gạch Bumafix C1,F_NonGach,18.C100.DG.BMFIX.00,DG,Kg
03.L1.6060.8044.7,Gạch 60x60 MS 8044 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.3060.A36906.1,Gạch 30x60 MS A36906 Loại 1,F_Bộ,36906-36806D-36806,3060,Viên
28.L1.6060.6906.A3,Gạch 60x60 MS 6906 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.3060.4504.8,Gạch 30x60 MS 4504 Loại 1,F_Bộ,4506-4505-4504,3060,Viên
23.L1.5050.6539.5,Gạch 50x50 MS 6539 loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
12.L1.2550.2501.10,Gạch 25x50 MS 2501 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
10.L1.3060.5067.1,Gạch 30x60 MS 5067 Loại 1,F_Bộ,5067-5068-5069,3060,Viên
14.L1.6060.66284019.1,Gạch 60x60 MS 66284019 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.6060.5169.4,Gạch 60x60 MS 5169 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.3030.5262.1,Gạch 30x30 MS 5262 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
14.L1.4080.U4910,Gạch 40x80 MS U4910 Loại 1,F_Bộ,U4810-U4910-U4910D,4080M,Viên
20.L1.6060.16105.3,Gạch 60x60 MS 16105 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
12.L1.3030.3306.12,Gạch 30x30 MS 3306 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
14.L1.3060.A36806.3,Gạch 30x60 MS A36806 Loại 1,F_Bộ,36906-36806D-36806,3060,Viên
12.L1.3030.3010.12,Gạch 30x30 MS 3010 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
10.L1.6060.5164.1,Gạch 60x60 MS 5164 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
12.L1.3030.3005.19,Gạch 30x30 MS 3005 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
12.L1.3030.3025.2,Gạch 30x30 MS 3025 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
10.L1.6060.5447.5,Gạch 60x60 MS 5447 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
14.L1.4080.48868.8,Gạch 40x80 MS 48868 Loại 1,F_Bộ,48968D-48868,4080A,Viên
14.L1.3060.A36810.2,Gạch 30x60 MS A36810 Loại 1,F_Bộ,36910-36810D-36810,3060,Viên
12.L1.3030.3305.5,Gạch 30x30 MS 3305 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
14.L1.3060.A36320.5,Gạch 30x60 MS A36320 Loại 1,F_Bộ,36420-36320D-36320,3060,Viên
03.L1.6060.8037.2,Gạch 60x60 MS 8037 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
12.L1.2040.2405.6,Gạch 20x40 MS 2405 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
10.L1.3060.5039.7,Gạch 30x60 MS 5039 Loại 1,F_Bộ,5037-5038-5039,3060,Viên
14.L1.3060.A36420.5,Gạch 30x60 MS A36420 Loại 1,F_Bộ,36420-36320D-36320,3060,Viên
10.L1.6060.5436.6,Gạch 60x60 MS 5436 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
20.L1.6060.16004.4,Gạch 60x60 MS 16004 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.6060.66181004.5,Gạch 60x60 MS 66181004 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.6060.16001.4,Gạch 60x60 MS 16001 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
23.L1.5050.U6636.5,Gạch 50x50 MS U6636 loại 1,F_Solo,Solo5050.CeramicMatt/ Sugar,5050U,Viên
25.L1.3060.GT3602.51,Gạch 30x60 MS GT3602 Loại 1,F_Bộ,GT3602-GTD3602-GT3603,3060,Viên
10.L1.3060.7832.6,Gạch 30x60 MS 7832 Loại 1,F_Bộ,7831-7832-7833,3060,Viên
10.L1.3060.7833.6,Gạch 30x60 MS 7833 Loại 1,F_Bộ,7831-7832-7833,3060,Viên
14.L1.3060.A36318D.2,Gạch 30x60 MS A36318D Loại 1,F_Bộ,36418-36318D-36318,3060,Viên
15.L1.3060.2911.7,Gạch 30x60 MS 2911 Loại 1,F_Bộ,2911-2912-2913,3060,Viên
29.L1.1580.FP15803.2,Gạch 15.5x80 MS FP15803 Loại 1,F_Solo,Solo1580.GraniteBóng,15580,Viên
